,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Fall
60530,605.3,-465.9,270.0,54.61,-0.4796,-0.431,-0.5454,0.0
60531,605.31,-409.5,162.7,61.07,-0.4821,-0.4314,-0.5445,0.0
60532,605.32,-338.7,66.88,93.8,-0.4845,-0.4324,-0.5433,0.0
60533,605.33,-230.3,-50.72,146.9,-0.4865,-0.4339,-0.5421,0.0
60534,605.34,-124.8,-192.8,171.8,-0.4881,-0.4359,-0.5408,0.0
60535,605.35,-22.15,-363.8,174.3,-0.4892,-0.4388,-0.5395,0.0
60536,605.36,79.73,-497.5,99.7,-0.4894,-0.4423,-0.5385,0.0
60537,605.37,195.3,-533.2,27.4,-0.4888,-0.4463,-0.5378,0.0
60538,605.38,254.5,-508.3,-34.63,-0.4872,-0.4502,-0.5372,0.0
60539,605.39,229.9,-427.7,-62.03,-0.4846,-0.4538,-0.5367,0.0
60540,605.4,101.1,-260.3,-55.18,-0.4815,-0.4566,-0.5358,0.0
60541,605.41,-70.88,-143.0,-19.6,-0.4786,-0.4586,-0.5345,0.0
60542,605.42,-177.6,-60.14,11.8,-0.4766,-0.4605,-0.5325,0.0
60543,605.43,-227.9,-21.54,50.8,-0.4759,-0.4625,-0.5296,0.0
60544,605.44,-219.1,2.02,42.05,-0.4762,-0.4644,-0.5263,0.0
60545,605.45,-184.4,20.42,89.8,-0.477,-0.4661,-0.5227,0.0
60546,605.46,-120.0,17.06,106.9,-0.4781,-0.4679,-0.519,0.0
60547,605.47,-45.91,-31.64,120.6,-0.479,-0.4695,-0.5155,0.0
60548,605.48,43.89,-65.98,111.9,-0.4799,-0.471,-0.5125,0.0
60549,605.49,100.7,-96.28,91.71,-0.4804,-0.4726,-0.51,0.0
60550,605.5,149.0,-118.3,70.78,-0.4808,-0.4743,-0.508,0.0
60551,605.51,198.1,-107.9,50.23,-0.4809,-0.4762,-0.5064,0.0
60552,605.52,204.2,-87.3,27.78,-0.4806,-0.4781,-0.5051,0.0
60553,605.53,197.7,-29.4,-23.4,-0.48,-0.4797,-0.504,0.0
60554,605.54,138.5,-9.201,-38.62,-0.4793,-0.4813,-0.5028,0.0
60555,605.55,58.79,-30.3,-43.38,-0.4784,-0.4828,-0.5014,0.0
60556,605.56,-8.457,-42.86,-41.1,-0.4776,-0.4839,-0.4999,0.0
60557,605.57,-45.51,-63.96,-19.03,-0.4768,-0.4849,-0.4984,0.0
60558,605.58,-57.18,-73.16,-9.703,-0.4763,-0.4858,-0.4969,0.0
60559,605.59,-67.25,-97.62,-9.703,-0.4758,-0.4864,-0.4955,0.0
60560,605.6,-72.89,-103.9,-11.8,-0.4753,-0.4871,-0.4942,0.0
60561,605.61,-68.06,-92.68,-17.12,-0.4748,-0.4878,-0.4929,0.0
60562,605.62,-35.84,-69.79,-26.45,-0.4741,-0.4889,-0.4917,0.0
60563,605.63,-2.819,-61.94,-33.3,-0.4732,-0.4903,-0.4905,0.0
60564,605.64,23.76,-63.96,-36.15,-0.4723,-0.4915,-0.4895,0.0
60565,605.65,22.15,-75.63,-32.73,-0.4712,-0.4925,-0.4887,0.0
60566,605.66,0.8054,-80.12,-53.65,-0.4701,-0.4932,-0.488,0.0
60567,605.67,-20.94,-69.79,-56.13,-0.4688,-0.4937,-0.4874,0.0
60568,605.68,-38.66,-71.81,-51.18,-0.4675,-0.494,-0.487,0.0
60569,605.69,-54.36,-77.65,-43.38,-0.4662,-0.4941,-0.487,0.0
60570,605.7,-111.1,-113.8,43.95,-0.4649,-0.4939,-0.4872,0.0
60571,605.71,-211.8,-147.0,155.3,-0.4638,-0.4941,-0.4873,0.0
60572,605.72,-232.4,-115.8,126.0,-0.4628,-0.4951,-0.4868,0.0
60573,605.73,-147.0,-32.77,87.9,-0.4616,-0.4971,-0.4858,0.0
60574,605.74,-34.23,69.79,57.65,-0.4602,-0.4997,-0.4845,0.0
60575,605.75,62.82,166.5,82.0,-0.4589,-0.5021,-0.4835,0.0
60576,605.76,144.6,173.3,157.2,-0.4581,-0.5037,-0.4828,0.0
60577,605.77,254.9,134.2,178.3,-0.4585,-0.5044,-0.482,0.0
60578,605.78,354.8,129.5,179.2,-0.4601,-0.5038,-0.4807,0.0
60579,605.79,392.6,152.8,149.0,-0.4628,-0.5017,-0.4792,0.0
60580,605.8,320.1,109.3,102.0,-0.4662,-0.498,-0.478,0.0
60581,605.81,167.5,38.15,44.52,-0.4696,-0.493,-0.4774,0.0
60582,605.82,-7.249,-39.95,-17.12,-0.4725,-0.4877,-0.4772,0.0
60583,605.83,-156.2,-93.36,-50.8,-0.475,-0.483,-0.4772,0.0
60584,605.84,-269.4,-130.8,-104.5,-0.477,-0.4795,-0.4771,0.0
60585,605.85,-294.0,-147.4,-118.7,-0.4788,-0.4773,-0.4768,0.0
60586,605.86,-253.3,-122.1,-58.6,-0.4804,-0.4761,-0.4762,0.0
60587,605.87,-177.2,-72.26,-11.23,-0.4819,-0.4755,-0.4758,0.0
60588,605.88,-97.05,-5.835,34.63,-0.483,-0.4749,-0.4757,0.0
60589,605.89,-57.59,66.88,56.7,-0.4837,-0.4738,-0.4762,0.0
60590,605.9,-64.83,106.4,71.35,-0.4841,-0.4726,-0.4772,0.0
60591,605.91,-92.22,110.4,63.93,-0.4843,-0.4715,-0.4782,0.0
60592,605.92,-115.2,103.0,39.96,-0.4846,-0.471,-0.4789,0.0
60593,605.93,-109.9,80.12,29.3,-0.485,-0.4716,-0.4789,0.0
60594,605.94,-72.08,46.01,23.4,-0.4856,-0.473,-0.4782,0.0
60595,605.95,-2.014,-0.4488,6.279,-0.4864,-0.4746,-0.4771,0.0
60596,605.96,43.89,-50.72,-15.6,-0.4871,-0.4758,-0.4762,0.0
60597,605.97,114.8,-96.28,35.2,-0.4875,-0.4762,-0.4756,0.0
60598,605.98,179.6,-124.6,74.77,-0.4878,-0.4758,-0.4752,0.0
60599,605.99,167.9,-137.8,108.8,-0.4876,-0.4749,-0.4749,0.0
60600,606.0,140.5,-150.8,130.0,-0.4876,-0.4738,-0.4743,0.0
60601,606.01,107.9,-160.7,99.7,-0.4878,-0.4734,-0.4731,0.0
60602,606.02,62.02,-126.6,93.8,-0.4879,-0.4734,-0.4715,0.0
60603,606.03,-6.846,-60.59,39.96,-0.4873,-0.4735,-0.4701,0.0
60604,606.04,-72.89,4.488,53.65,-0.4863,-0.4734,-0.4692,0.0
60605,606.05,-119.6,32.32,80.48,-0.4849,-0.4732,-0.4686,0.0
60606,606.06,-107.5,145.0,98.18,-0.4833,-0.4737,-0.468,0.0
60607,606.07,-101.1,280.3,72.68,-0.4817,-0.4745,-0.4673,0.0
60608,606.08,-85.37,357.9,53.27,-0.481,-0.4752,-0.4668,0.0
60609,606.09,-47.92,354.6,36.15,-0.4814,-0.4756,-0.4666,0.0
60610,606.1,2.014,304.8,6.279,-0.4823,-0.4755,-0.4666,0.0
60611,606.11,24.97,206.5,-38.05,-0.4834,-0.475,-0.4665,0.0
60612,606.12,0.4027,90.89,-54.61,-0.484,-0.4746,-0.4661,0.0
60613,606.13,-8.457,-2.02,-77.63,-0.4843,-0.4747,-0.4654,0.0
60614,606.14,4.43,-78.1,-73.82,-0.4845,-0.4756,-0.4642,0.0
60615,606.15,24.97,-125.4,-77.06,-0.4848,-0.4773,-0.4627,0.0
60616,606.16,45.1,-129.9,-100.1,-0.4852,-0.4791,-0.4612,0.0
60617,606.17,77.32,-107.5,-143.6,-0.4854,-0.4806,-0.4601,0.0
60618,606.18,119.6,-56.1,-131.9,-0.4853,-0.4816,-0.4593,0.0
60619,606.19,119.6,-11.22,-83.53,-0.4849,-0.4821,-0.459,0.0
60620,606.2,111.1,35.68,-27.4,-0.4842,-0.4821,-0.4591,0.0
60621,606.21,91.82,66.43,10.27,-0.4837,-0.4823,-0.4591,0.0
60622,606.22,109.9,95.6,9.703,-0.4834,-0.4829,-0.4586,0.0
60623,606.23,146.6,122.1,6.279,-0.4831,-0.4839,-0.4578,0.0
60624,606.24,145.4,131.7,-26.83,-0.4826,-0.4849,-0.4569,0.0
60625,606.25,94.63,118.3,-36.53,-0.4817,-0.4858,-0.4561,0.0
60626,606.26,11.68,94.26,-39.57,-0.4805,-0.4863,-0.4555,0.0
60627,606.27,-50.34,81.02,-33.68,-0.4792,-0.4865,-0.4551,0.0
60628,606.28,-89.4,64.86,-46.8,-0.4782,-0.4865,-0.4549,0.0
60629,606.29,-105.1,45.33,-49.28,-0.4776,-0.4864,-0.4548,0.0
60630,606.3,-99.06,35.68,-55.18,-0.4774,-0.4862,-0.4548,0.0
60631,606.31,-59.6,39.05,-44.52,-0.4773,-0.4861,-0.4549,0.0
60632,606.32,-12.08,37.03,-17.12,-0.4773,-0.486,-0.455,0.0
60633,606.33,47.52,36.58,18.08,-0.4771,-0.4862,-0.4551,0.0
60634,606.34,96.65,23.34,57.08,-0.4769,-0.4867,-0.4551,0.0
60635,606.35,134.9,9.201,65.83,-0.4765,-0.4872,-0.4552,0.0
60636,606.36,163.9,19.08,80.1,-0.476,-0.4877,-0.4553,0.0
60637,606.37,165.5,38.15,83.53,-0.4751,-0.4879,-0.4556,0.0
60638,606.38,111.1,43.54,77.06,-0.474,-0.4879,-0.4562,0.0
60639,606.39,48.32,75.18,60.5,-0.4726,-0.4877,-0.4569,0.0
60640,606.4,-6.846,88.87,62.41,-0.4714,-0.4873,-0.4577,0.0
60641,606.41,-49.13,79.0,38.62,-0.4705,-0.4871,-0.4583,0.0
60642,606.42,-75.71,65.98,15.6,-0.4699,-0.487,-0.4588,0.0
60643,606.43,-77.72,57.68,-0.5708,-0.4696,-0.487,-0.4591,0.0
60644,606.44,-78.53,44.88,9.703,-0.4694,-0.487,-0.4593,0.0
60645,606.45,-91.01,20.42,3.996,-0.4692,-0.4871,-0.4594,0.0
60646,606.46,-89.0,14.59,1.903,-0.4688,-0.4873,-0.4596,0.0
60647,606.47,-84.16,-2.917,-3.996,-0.4683,-0.4877,-0.4596,0.0
60648,606.48,-75.31,-23.34,-7.801,-0.4677,-0.4882,-0.4595,0.0
60649,606.49,-58.79,-48.92,-16.55,-0.4671,-0.4889,-0.4592,0.0
60650,606.5,-29.8,-50.27,-18.08,-0.4664,-0.4897,-0.459,0.0
60651,606.51,-9.665,-64.41,-15.22,-0.4658,-0.4904,-0.4586,0.0
60652,606.52,12.89,-60.59,-1.522,-0.4651,-0.4912,-0.4582,0.0
60653,606.53,26.98,-51.17,1.903,-0.4643,-0.4919,-0.4577,0.0
60654,606.54,37.05,-33.21,-11.8,-0.4631,-0.4927,-0.4574,0.0
60655,606.55,35.04,-13.24,19.03,-0.4618,-0.4935,-0.457,0.0
60656,606.56,27.38,-5.835,24.35,-0.4603,-0.4943,-0.4566,0.0
60657,606.57,32.22,0.8977,10.27,-0.4587,-0.4952,-0.4561,0.0
60658,606.58,5.235,17.5,2.473,-0.4571,-0.496,-0.4555,0.0
60659,606.59,0.8054,32.32,15.6,-0.4554,-0.4968,-0.455,0.0
60660,606.6,23.36,19.97,48.9,-0.4538,-0.4975,-0.4544,0.0
60661,606.61,-32.62,27.83,20.93,-0.4524,-0.4979,-0.4539,0.0
60662,606.62,-30.61,33.66,38.05,-0.4509,-0.4984,-0.4535,0.0
60663,606.63,4.832,43.99,54.61,-0.4496,-0.4991,-0.4529,0.0
60664,606.64,15.71,39.05,42.43,-0.4483,-0.4997,-0.4525,0.0
60665,606.65,6.443,42.86,36.15,-0.4471,-0.5002,-0.4522,0.0
60666,606.66,-2.416,38.6,42.43,-0.4459,-0.5006,-0.452,0.0
60667,606.67,7.651,43.54,49.85,-0.4447,-0.5012,-0.4517,0.0
60668,606.68,22.55,47.35,60.12,-0.4436,-0.5019,-0.4514,0.0
60669,606.69,14.09,21.99,75.15,-0.4426,-0.5026,-0.4512,0.0
60670,606.7,40.67,30.3,99.13,-0.4418,-0.5033,-0.4509,0.0
60671,606.71,86.98,5.386,110.4,-0.4406,-0.5041,-0.4508,0.0
60672,606.72,55.98,57.68,44.9,-0.4387,-0.5044,-0.4509,0.0
60673,606.73,47.92,-18.63,135.7,-0.4374,-0.5048,-0.4512,0.0
60674,606.74,53.56,-7.406,24.92,-0.4361,-0.5055,-0.4516,0.0
60675,606.75,0.4027,9.201,6.279,-0.4346,-0.5057,-0.4523,0.0
60676,606.76,-48.73,48.92,13.13,-0.4333,-0.5053,-0.4533,0.0
60677,606.77,-80.54,76.75,-16.17,-0.4318,-0.5046,-0.4546,0.0
60678,606.78,-110.3,70.69,22.45,-0.4303,-0.5037,-0.4559,0.0
60679,606.79,-110.3,19.08,42.43,-0.4292,-0.5028,-0.4571,0.0
60680,606.8,-132.9,64.86,18.08,-0.4289,-0.5025,-0.4574,0.0
60681,606.81,-112.8,155.7,106.4,-0.429,-0.503,-0.4571,0.0
60682,606.82,-118.0,51.84,2.854,-0.4299,-0.5025,-0.4577,0.0
60683,606.83,-60.0,-0.4488,-37.1,-0.4301,-0.5019,-0.4586,0.0
60684,606.84,-18.12,-4.937,32.73,-0.43,-0.5007,-0.4596,0.0
60685,606.85,-37.45,-63.06,43.38,-0.4298,-0.4991,-0.461,0.0
60686,606.86,-34.23,-82.59,62.41,-0.4296,-0.4977,-0.4622,0.0
60687,606.87,-39.06,-90.44,42.05,-0.4296,-0.4968,-0.463,0.0
60688,606.88,-43.09,-84.38,-15.6,-0.4298,-0.4966,-0.4636,0.0
60689,606.89,-26.18,-63.51,-55.75,-0.4299,-0.4968,-0.464,0.0
60690,606.9,-20.54,-68.45,-47.95,-0.4297,-0.4971,-0.4646,0.0
60691,606.91,-31.41,-14.14,-4.376,-0.4292,-0.4973,-0.465,0.0
60692,606.92,-11.68,-2.917,58.6,-0.4284,-0.4974,-0.4654,0.0
60693,606.93,22.95,19.08,83.53,-0.4276,-0.4974,-0.4655,0.0
60694,606.94,62.82,32.32,67.92,-0.4269,-0.4973,-0.4654,0.0
60695,606.95,120.4,10.32,93.8,-0.4268,-0.4967,-0.4652,0.0
60696,606.96,124.0,-28.73,58.6,-0.4269,-0.4957,-0.4652,0.0
60697,606.97,93.43,-48.92,-11.8,-0.427,-0.4947,-0.4652,0.0
60698,606.98,68.06,-71.37,-7.801,-0.4269,-0.4939,-0.4652,0.0
60699,606.99,54.36,-83.93,3.425,-0.4268,-0.4938,-0.465,0.0
60700,607.0,12.08,-68.45,-27.4,-0.4266,-0.4939,-0.4647,0.0
60701,607.01,-10.87,-42.86,-24.92,-0.4262,-0.4944,-0.4644,0.0
60702,607.02,9.665,-13.24,10.27,-0.4258,-0.4952,-0.4641,0.0
60703,607.03,36.24,11.22,45.47,-0.4252,-0.4956,-0.4641,0.0
60704,607.04,22.15,15.71,61.07,-0.4248,-0.4956,-0.4643,0.0
60705,607.05,0.4027,21.1,60.5,-0.4244,-0.4953,-0.4646,0.0
60706,607.06,0.0,44.88,53.65,-0.424,-0.4948,-0.4651,0.0
60707,607.07,4.832,72.26,64.5,-0.424,-0.494,-0.4657,0.0
60708,607.08,16.11,83.48,53.65,-0.4242,-0.4925,-0.4666,0.0
60709,607.09,2.819,58.57,19.98,-0.4246,-0.4904,-0.4678,0.0
60710,607.1,-32.62,9.201,-5.898,-0.4251,-0.4879,-0.4692,0.0
60711,607.11,-70.47,-46.01,-11.23,-0.4254,-0.4856,-0.4706,0.0
60712,607.12,-77.72,-88.42,-39.96,-0.4256,-0.4839,-0.4716,0.0
60713,607.13,-86.58,-125.9,-34.63,-0.4258,-0.4829,-0.4721,0.0
60714,607.14,-86.58,-161.1,-29.3,-0.4259,-0.4825,-0.4722,0.0
60715,607.15,-51.14,-193.4,-3.996,-0.4257,-0.4828,-0.4721,0.0
60716,607.16,2.819,-147.9,28.35,-0.4253,-0.4836,-0.4718,0.0
60717,607.17,32.62,-65.98,18.65,-0.4245,-0.4842,-0.4717,0.0
60718,607.18,6.041,11.67,-18.08,-0.4239,-0.4843,-0.4723,0.0
60719,607.19,-28.99,76.75,-36.15,-0.4234,-0.4843,-0.4733,0.0
60720,607.2,-53.16,177.7,-33.68,-0.4232,-0.4843,-0.4743,0.0
60721,607.21,-83.36,169.0,-6.279,-0.4234,-0.4834,-0.4755,0.0
60722,607.22,-98.66,142.1,21.88,-0.4233,-0.4813,-0.4776,0.0
60723,607.23,-140.1,56.1,48.33,-0.4225,-0.4785,-0.4802,0.0
60724,607.24,-239.6,-43.99,59.17,-0.4214,-0.476,-0.4828,0.0
60725,607.25,-281.1,-91.79,10.65,-0.4203,-0.4753,-0.4839,0.0
60726,607.26,-198.5,-89.32,-17.12,-0.4202,-0.4763,-0.4829,0.0
60727,607.27,38.66,-116.2,-9.323,-0.4218,-0.4784,-0.4809,0.0
60728,607.28,299.2,-72.71,-51.18,-0.4247,-0.4806,-0.4785,0.0
60729,607.29,442.6,-17.5,-111.9,-0.428,-0.4816,-0.477,0.0
60730,607.3,395.5,-17.5,-122.1,-0.4307,-0.4807,-0.4765,0.0
60731,607.31,314.5,-13.69,-12.18,-0.4322,-0.4783,-0.4767,0.0
60732,607.32,246.1,24.01,83.53,-0.4329,-0.4755,-0.477,0.0
60733,607.33,200.1,31.64,86.0,-0.4332,-0.4731,-0.4771,0.0
60734,607.34,181.6,12.79,49.28,-0.4333,-0.4709,-0.4774,0.0
60735,607.35,165.5,-17.06,-1.903,-0.4332,-0.4687,-0.4779,0.0
60736,607.36,114.0,-59.02,-41.48,-0.4331,-0.4661,-0.4785,0.0
60737,607.37,103.5,-110.0,-43.0,-0.433,-0.464,-0.4793,0.0
60738,607.38,151.0,-99.19,5.898,-0.4325,-0.4627,-0.48,0.0
60739,607.39,160.7,-31.19,-28.35,-0.4318,-0.4619,-0.4812,0.0
60740,607.4,68.06,27.38,-31.2,-0.4312,-0.4613,-0.4831,0.0
60741,607.41,-20.14,93.36,-36.53,-0.4306,-0.461,-0.4854,0.0
60742,607.42,-91.82,146.1,-34.25,-0.4302,-0.4608,-0.4879,0.0
60743,607.43,-90.21,157.3,-8.752,-0.4301,-0.4607,-0.4902,0.0
60744,607.44,-36.24,132.4,27.4,-0.43,-0.4604,-0.4924,0.0
60745,607.45,28.99,101.7,76.68,-0.4299,-0.4601,-0.4942,0.0
60746,607.46,68.86,59.47,106.9,-0.4301,-0.4596,-0.4959,0.0
60747,607.47,66.85,-10.32,91.33,-0.4304,-0.4588,-0.4976,0.0
60748,607.48,43.09,-45.33,76.68,-0.4309,-0.4573,-0.4994,0.0
60749,607.49,42.28,-64.41,72.3,-0.4314,-0.4553,-0.5014,0.0
60750,607.5,109.9,-61.49,80.1,-0.4323,-0.4534,-0.5031,0.0
60751,607.51,254.1,-89.32,252.5,-0.4346,-0.4529,-0.5038,0.0
60752,607.52,209.4,-85.95,-42.43,-0.4372,-0.4532,-0.5042,0.0
60753,607.53,105.1,-77.2,-53.65,-0.4392,-0.4528,-0.5049,0.0
60754,607.54,43.49,-24.46,-95.13,-0.4409,-0.4523,-0.5055,0.0
60755,607.55,-51.14,-28.73,-87.33,-0.4423,-0.4513,-0.5062,0.0
60756,607.56,-60.41,-18.18,-100.1,-0.4438,-0.4501,-0.5068,0.0
60757,607.57,-60.41,-27.83,-81.62,-0.4455,-0.4486,-0.5074,0.0
60758,607.58,-122.4,-16.16,-23.4,-0.4473,-0.447,-0.5079,0.0
60759,607.59,-42.28,-28.28,-80.1,-0.4491,-0.4452,-0.5078,0.0
60760,607.6,-334.6,-34.11,-46.8,-0.451,-0.4436,-0.5072,0.0
60761,607.61,-461.5,11.22,-43.0,-0.4527,-0.442,-0.5061,0.0
60762,607.62,-10.07,-39.5,119.1,-0.4545,-0.4405,-0.5043,0.0
60763,607.63,-348.7,-169.4,198.6,-0.4568,-0.4398,-0.5019,0.0
60764,607.64,-454.6,-2.469,-157.7,-0.4591,-0.4396,-0.4992,0.0
60765,607.65,-402.3,-17.5,-159.6,-0.4602,-0.4401,-0.497,0.0
60766,607.66,-507.8,-108.8,12.75,-0.4613,-0.4405,-0.4944,0.0
60767,607.67,-326.6,-154.4,223.6,-0.4629,-0.4414,-0.4911,0.0
60768,607.68,-527.5,-156.2,150.3,-0.4646,-0.4438,-0.488,0.0
60769,607.69,-525.5,-41.07,32.73,-0.4662,-0.4474,-0.4846,0.0
60770,607.7,-232.4,-2.02,45.47,-0.4674,-0.4513,-0.4816,0.0
60771,607.71,-256.5,54.31,-114.7,-0.4682,-0.4541,-0.4795,0.0
60772,607.72,-410.8,28.73,-171.4,-0.4682,-0.4552,-0.4785,0.0
60773,607.73,-423.2,22.44,-8.372,-0.4675,-0.4552,-0.4781,0.0
60774,607.74,-494.1,61.94,43.95,-0.4665,-0.4551,-0.4779,0.0
60775,607.75,-550.5,82.59,48.33,-0.4652,-0.4552,-0.4778,0.0
60776,607.76,-534.8,77.2,19.03,-0.4637,-0.4554,-0.478,0.0
60777,607.77,-466.3,34.11,45.47,-0.462,-0.4557,-0.4784,0.0
60778,607.78,-363.2,0.4488,55.18,-0.4604,-0.4566,-0.4786,0.0
60779,607.79,-234.4,-9.874,75.15,-0.4591,-0.458,-0.4787,0.0
60780,607.8,-166.3,-26.26,91.33,-0.4579,-0.4599,-0.479,0.0
60781,607.81,-51.95,59.02,32.73,-0.4566,-0.4618,-0.4799,0.0
60782,607.82,122.0,86.85,122.1,-0.4556,-0.4637,-0.4809,0.0
60783,607.83,492.5,159.6,102.6,-0.4558,-0.4657,-0.4813,0.0
60784,607.84,1082.0,155.7,-32.73,-0.456,-0.4676,-0.4817,0.0
60785,607.85,1459.0,147.9,-29.87,-0.4558,-0.4687,-0.4827,0.0
60786,607.86,1665.0,-52.29,0.0,-0.4552,-0.4692,-0.4838,0.0
60787,607.87,1205.0,-82.14,-193.9,-0.4549,-0.4696,-0.4839,0.0
60788,607.88,427.7,18.63,-231.4,-0.4542,-0.469,-0.4843,0.0
60789,607.89,262.2,-117.6,-94.18,-0.4532,-0.4668,-0.4848,0.0
60790,607.9,-121.2,33.21,181.1,-0.451,-0.4673,-0.4847,0.0
60791,607.91,-209.0,18.18,4.376,-0.4517,-0.4671,-0.4852,0.0
60792,607.92,-167.1,-110.4,-86.38,-0.4524,-0.4663,-0.4862,0.0
60793,607.93,-147.0,-97.62,-14.65,-0.451,-0.4652,-0.487,0.0
60794,607.94,-122.4,-155.7,41.48,-0.4488,-0.4638,-0.4875,0.0
60795,607.95,-119.6,-208.0,154.3,-0.4472,-0.4623,-0.4875,0.0
60796,607.96,-192.5,-227.1,79.15,-0.4463,-0.4612,-0.4871,0.0
60797,607.97,-108.3,-184.0,20.93,-0.4453,-0.461,-0.4864,0.0
60798,607.98,-25.37,-111.8,14.08,-0.4441,-0.4607,-0.4861,0.0
60799,607.99,16.91,-41.97,8.372,-0.4428,-0.4602,-0.4864,0.0
60800,608.0,36.65,33.66,-12.18,-0.4413,-0.4594,-0.4874,0.0
60801,608.01,37.05,78.55,-10.65,-0.4398,-0.4585,-0.4885,0.0
60802,608.02,18.93,93.36,13.13,-0.4386,-0.4582,-0.4892,0.0
60803,608.03,-16.91,101.7,-1.903,-0.4376,-0.4586,-0.4891,0.0
60804,608.04,-43.89,94.7,-21.88,-0.4367,-0.4597,-0.4882,0.0
60805,608.05,-52.75,66.88,-42.05,-0.4359,-0.461,-0.487,0.0
60806,608.06,-54.36,27.83,-62.98,-0.435,-0.4622,-0.4856,0.0
60807,608.07,-46.31,0.0,-31.77,-0.4338,-0.463,-0.4845,0.0
60808,608.08,-45.91,-0.4488,-18.65,-0.4326,-0.4634,-0.4837,0.0
60809,608.09,-62.42,5.386,25.88,-0.4315,-0.4635,-0.4831,0.0
60810,608.1,-78.53,10.77,56.7,-0.4307,-0.4635,-0.4825,0.0
60811,608.11,-69.26,2.917,77.06,-0.4302,-0.4637,-0.482,0.0
60812,608.12,-49.13,-33.66,77.06,-0.4301,-0.4641,-0.4814,0.0
60813,608.13,-20.94,-80.12,47.38,-0.4301,-0.4646,-0.4807,0.0
60814,608.14,8.859,-99.19,23.97,-0.4301,-0.4653,-0.48,0.0
60815,608.15,22.15,-90.89,5.327,-0.43,-0.466,-0.4793,0.0
60816,608.16,20.94,-68.45,10.27,-0.4298,-0.4666,-0.4785,0.0
60817,608.17,17.72,-25.81,14.08,-0.4294,-0.4671,-0.4778,0.0
60818,608.18,0.4027,13.24,11.23,-0.429,-0.4672,-0.4772,0.0
60819,608.19,-34.23,41.07,10.27,-0.4287,-0.4671,-0.4766,0.0
60820,608.2,-48.73,64.86,10.65,-0.4288,-0.4668,-0.4759,0.0
60821,608.21,-61.61,49.82,17.12,-0.4293,-0.4668,-0.4749,0.0
60822,608.22,-54.77,7.406,24.92,-0.43,-0.4671,-0.4736,0.0
60823,608.23,-21.34,-26.26,19.6,-0.4308,-0.4676,-0.4722,0.0
60824,608.24,4.43,-52.29,29.3,-0.4315,-0.4685,-0.4708,0.0
60825,608.25,33.02,-51.84,20.93,-0.4321,-0.4696,-0.4695,0.0
60826,608.26,22.15,-54.76,36.53,-0.4326,-0.4708,-0.4683,0.0
60827,608.27,4.43,-30.3,43.38,-0.4331,-0.4721,-0.4671,0.0
60828,608.28,-16.11,-1.571,36.15,-0.4337,-0.4734,-0.466,0.0
60829,608.29,-42.28,7.855,26.83,-0.4343,-0.4746,-0.4649,0.0
60830,608.3,-61.61,13.69,24.35,-0.4349,-0.4755,-0.4639,0.0
60831,608.31,-77.72,7.855,17.12,-0.4354,-0.4762,-0.463,0.0
60832,608.32,-78.93,-0.8977,27.78,-0.4358,-0.4768,-0.4621,0.0
60833,608.33,-54.77,-7.855,27.4,-0.4361,-0.4774,-0.4613,0.0
60834,608.34,-22.15,9.874,47.95,-0.4364,-0.4779,-0.4604,0.0
60835,608.35,29.4,37.7,44.9,-0.4367,-0.4784,-0.4598,0.0
60836,608.36,64.03,57.23,34.63,-0.4373,-0.4787,-0.4592,0.0
60837,608.37,80.14,68.45,33.68,-0.4381,-0.4789,-0.4588,0.0
60838,608.38,91.41,80.57,6.279,-0.4389,-0.479,-0.4586,0.0
60839,608.39,87.39,83.48,-0.5708,-0.4398,-0.4792,-0.4584,0.0
60840,608.4,77.32,75.18,-11.8,-0.4406,-0.4792,-0.4584,0.0
60841,608.41,67.25,72.26,-24.92,-0.4412,-0.4791,-0.4585,0.0
60842,608.42,41.08,40.62,-28.35,-0.4416,-0.479,-0.4586,0.0
60843,608.43,26.18,24.01,-23.97,-0.4419,-0.4788,-0.4588,0.0
60844,608.44,7.651,-2.02,-27.4,-0.442,-0.4787,-0.4591,0.0
60845,608.45,-8.859,-29.85,-34.63,-0.4419,-0.4785,-0.4594,0.0
60846,608.46,-31.81,-54.31,-26.83,-0.4419,-0.4783,-0.4599,0.0
60847,608.47,-27.38,-70.24,3.996,-0.4417,-0.4781,-0.4605,0.0
60848,608.48,-28.19,-73.16,-0.5708,-0.4415,-0.478,-0.4613,0.0
60849,608.49,0.0,-65.98,4.947,-0.4413,-0.478,-0.4619,0.0
60850,608.5,20.94,-63.06,-0.9513,-0.4409,-0.478,-0.4624,0.0
60851,608.51,38.66,-61.49,-22.45,-0.4406,-0.478,-0.4628,0.0
60852,608.52,51.14,-47.35,-19.03,-0.4403,-0.478,-0.463,0.0
60853,608.53,55.17,-34.56,-17.12,-0.4402,-0.4779,-0.4631,0.0
60854,608.54,44.3,-9.874,-2.473,-0.4399,-0.4777,-0.463,0.0
60855,608.55,9.262,-7.855,25.31,-0.4399,-0.4773,-0.4629,0.0
60856,608.56,-20.54,3.815,53.27,-0.44,-0.4769,-0.4627,0.0
60857,608.57,-49.13,21.99,71.35,-0.4404,-0.4764,-0.4626,0.0
60858,608.58,-61.61,37.03,80.48,-0.4407,-0.4759,-0.4625,0.0
