,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Markers,MarkerNames,Fall
405000,447.6,0.43224285714285715,0.5851262661955242,0.5420072749503285,0.32889866960088027,0.1813238770685579,0.24460008239656278,0.0,,0.0
405001,447.61,0.432392512908778,0.5852399685904986,0.5417106322278261,0.32889866960088027,0.1813238770685579,0.24465893708433867,0.0,,0.0
405002,447.62,0.4317005163511188,0.5849717314487634,0.5417106322278261,0.32889866960088027,0.1813238770685579,0.24465893708433867,0.0,,0.0
405003,447.63,0.4317846815834768,0.585394581861013,0.5424761831983289,0.32889866960088027,0.1813238770685579,0.24465893708433867,0.0,,0.0
405004,447.64,0.4317005163511188,0.5853582018060464,0.5423517754343063,0.3289486846053816,0.18126477541371155,0.24471779177211456,0.0,,0.0
405005,447.65,0.43180335628227196,0.5850671378091873,0.5417776249426868,0.328998699609883,0.18126477541371155,0.24471779177211456,0.0,,0.0
405006,447.66,0.4321587349397591,0.5855491951315274,0.5420264149982169,0.328998699609883,0.18126477541371155,0.24471779177211456,0.0,,0.0
405007,447.67,0.432266265060241,0.585531016882607,0.5421316929033573,0.328998699609883,0.18120567375886526,0.2447766464598904,0.0,,0.0
405008,447.68,0.43249526678141137,0.5857220259128387,0.541882877375312,0.32904871461438434,0.1811465721040189,0.24483550114766633,0.0,,0.0
405009,447.69,0.4324767641996558,0.585394581861013,0.541605379795201,0.328998699609883,0.1811465721040189,0.24483550114766633,0.0,,0.0
405010,447.7,0.432055851979346,0.5853172752257558,0.5414330837026847,0.328998699609883,0.1811465721040189,0.24483550114766633,0.0,,0.0
405011,447.71,0.432013769363167,0.5852990969768356,0.5417584696112894,0.328998699609883,0.18120567375886526,0.24483550114766633,0.0,,0.0
405012,447.72,0.43171919104991396,0.5854718884962702,0.5420264149982169,0.32904871461438434,0.18120567375886526,0.24489435583544222,0.0,,0.0
405013,447.73,0.4316163511187608,0.5856447192775815,0.5422082123388863,0.32909872961888564,0.18120567375886526,0.24489435583544222,0.0,,0.0
405014,447.74,0.43142469879518075,0.585394581861013,0.5425240205817922,0.32909872961888564,0.18120567375886526,0.24489435583544222,0.0,,0.0
405015,447.75,0.43180335628227196,0.5852808794660386,0.5428778847623414,0.32904871461438434,0.18120567375886526,0.24489435583544222,0.0,,0.0
405016,447.76,0.432224182444062,0.5853763918335297,0.5425048652503948,0.32904871461438434,0.1811465721040189,0.24489435583544222,0.0,,0.0
405017,447.77,0.43224285714285715,0.585258146839419,0.5420072749503285,0.328998699609883,0.1811465721040189,0.24489435583544222,0.0,,0.0
405018,447.78,0.432224182444062,0.5851626619552415,0.5414809720311783,0.328998699609883,0.18108747044917256,0.24489435583544222,0.0,,0.0
405019,447.79,0.4318688037865749,0.5852035728307814,0.5414616129196597,0.328998699609883,0.18108747044917256,0.24489435583544222,0.0,,0.0
405020,447.8,0.4317846815834768,0.5853354534746762,0.5413087778287228,0.328998699609883,0.18108747044917256,0.24489435583544222,0.0,,0.0
405021,447.81,0.43176127366609296,0.585531016882607,0.5420551225227979,0.328998699609883,0.1810283687943262,0.24489435583544222,0.0,,0.0
405022,447.82,0.432140017211704,0.5855491951315274,0.541605379795201,0.328998699609883,0.1810283687943262,0.24495321052321806,0.0,,0.0
405023,447.83,0.43188752151463,0.5852035728307814,0.541605379795201,0.328998699609883,0.1810283687943262,0.24495321052321806,0.0,,0.0
405024,447.84,0.4317005163511188,0.5853172752257558,0.542552702633858,0.32889866960088027,0.1810283687943262,0.24495321052321806,0.0,,0.0
405025,447.85,0.43188752151463,0.5852399685904986,0.542552702633858,0.32889866960088027,0.1810283687943262,0.24495321052321806,0.0,,0.0
405026,447.86,0.431929604130809,0.585603769140165,0.5426292730144174,0.3288486545963789,0.1810283687943262,0.24495321052321806,0.0,,0.0
405027,447.87,0.43176127366609296,0.585394581861013,0.5423996128177696,0.3288486545963789,0.18096926713947986,0.24495321052321806,0.0,,0.0
405028,447.88,0.43195296901893293,0.5852035728307814,0.5423039380508431,0.3287986395918776,0.18096926713947986,0.24501206521099395,0.0,,0.0
405029,447.89,0.432055851979346,0.5855855908912446,0.5413851953741912,0.3287986395918776,0.18085106382978722,0.24507091989876983,0.0,,0.0
405030,447.9,0.432097934595525,0.585394581861013,0.5414616129196597,0.3287486245873762,0.18085106382978722,0.24507091989876983,0.0,,0.0
405031,447.91,0.43218209982788297,0.5853354534746762,0.5413851953741912,0.3286986095828749,0.18079196217494087,0.24512977458654572,0.0,,0.0
405032,447.92,0.4324767641996558,0.5851626619552415,0.5414330837026847,0.3286485945783735,0.18079196217494087,0.24512977458654572,0.0,,0.0
405033,447.93,0.432350430292599,0.585394581861013,0.5412608895002292,0.3286485945783735,0.18079196217494087,0.2451886292743216,0.0,,0.0
405034,447.94,0.4323270223752152,0.5854718884962702,0.5419020327067094,0.3286485945783735,0.18073286052009452,0.2451886292743216,0.0,,0.0
405035,447.95,0.4323691049913942,0.5854718884962702,0.5412802486117478,0.3286485945783735,0.18079196217494087,0.2452474839620975,0.0,,0.0
405036,447.96,0.4323691049913942,0.5859128386336867,0.5417106322278261,0.3286986095828749,0.18079196217494087,0.2452474839620975,0.0,,0.0
405037,447.97,0.432013769363167,0.5857583824106792,0.5415288603596718,0.3287486245873762,0.18079196217494087,0.2452474839620975,0.0,,0.0
405038,447.98,0.43188752151463,0.5858539458186102,0.5414809720311783,0.3287486245873762,0.18079196217494087,0.2452474839620975,0.0,,0.0
