,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Markers,MarkerNames,Fall
585000,263.52,0.3790447504302926,0.7396152336081665,0.5027459371338325,0.8088426527958388,0.42612293144208035,0.3645459360838089,0.0,,1.0
585001,263.53,0.3907271944922548,0.6694935217903416,0.46950939935809255,0.8166950085025507,0.4432624113475177,0.3567771172973926,0.0,,1.0
585002,263.54,0.35709982788296046,0.6180840204161759,0.4391971063222782,0.8246974092227668,0.450177304964539,0.3507150844564768,0.0,,1.0
585003,263.55,0.32921686746987955,0.6589320769532784,0.4807173060267971,0.8305991797539262,0.4550236406619385,0.34318168442116403,0.0,,1.0
585004,263.56,0.31075731497418246,0.6776599921476247,0.561587447144531,0.8335500650195058,0.4579196217494089,0.3378847625213347,0.0,,1.0
585005,263.57,0.35533562822719456,0.6439733019238321,0.5538183300219063,0.8352505751725517,0.45514184397163115,0.33276440468483304,0.0,,1.0
585006,263.58,0.4218846815834768,0.5998115429917551,0.5166029853787762,0.8366509952985896,0.44911347517730493,0.3264080984050378,0.0,,1.0
585007,263.59,0.45365318416523237,0.5678916372202591,0.46716592796372713,0.8390517155146544,0.4441489361702127,0.32381849214289904,0.0,,1.0
585008,263.6,0.4557185886402754,0.5621397722811151,0.4660960823271689,0.8430029008702611,0.4430851063829787,0.32693779059502076,0.0,,1.0
585009,263.61,0.43678571428571433,0.5598193953670986,0.533791838606144,0.8466039811943582,0.44450354609929077,0.33211700311929837,0.0,,1.0
585010,263.62,0.41739242685025824,0.5479544562230075,0.5649600081512048,0.8491547464239272,0.4437352245862884,0.33488317344476476,0.0,,1.0
585011,263.63,0.42127366609294326,0.5410679230467217,0.5558663202404605,0.8512053616084825,0.44078014184397163,0.3355894296980753,0.0,,1.0
585012,263.64,0.4281484509466438,0.535257165292501,0.5410581282795863,0.8532559767930379,0.43622931442080376,0.3355305750102995,0.0,,1.0
585013,263.65,0.43056325301204823,0.536199450333726,0.5270518110958275,0.8556566970091026,0.4316784869976359,0.33564828438585126,0.0,,1.0
