,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Markers,MarkerNames,Fall
158200,207.8,0.42995524956970743,0.5875213977228112,0.5399419226654439,0.3150445133540062,0.19030732860520094,0.2694956153257606,0.0,,0.0
158201,207.81,0.43186734079173844,0.5888653317628583,0.5390187987161852,0.31534460338101433,0.19054373522458623,0.27037843564239883,0.0,,0.0
158202,207.82,0.43342211703958694,0.5898390263054575,0.5370543583473432,0.31559467840352107,0.19083924349881798,0.27126125595903705,0.0,,0.0
158203,207.83,0.43377925989672983,0.590341578327444,0.5367109888430384,0.3157947384215265,0.19148936170212766,0.2719086575245717,0.0,,0.0
158204,207.84,0.43331411359724614,0.5894424813506086,0.5379525192317489,0.3159447834350305,0.19243498817966903,0.27243834971455466,0.0,,0.0
158205,207.85,0.4322247848537005,0.5889006674519043,0.5391965968719751,0.31609482844853454,0.19361702127659575,0.27273262315343405,0.0,,0.0
158206,207.86,0.430355851979346,0.5890372987828819,0.5393448469101839,0.31614484345303595,0.1949172576832151,0.27285033252898583,0.0,,0.0
158207,207.87,0.42852581755593805,0.58742559874362,0.5400163024096999,0.31614484345303595,0.19627659574468082,0.27273262315343405,0.0,,0.0
158208,207.88,0.428000430292599,0.5851824106792305,0.5395175505629426,0.31609482844853454,0.19757683215130017,0.2725560590901064,0.0,,0.0
158209,207.89,0.42837908777969025,0.5822673733804477,0.5375526007437974,0.31604481344403323,0.1987588652482269,0.27220293096345116,0.0,,0.0
158210,207.9,0.4278752151462995,0.5810443659206911,0.5360385144429161,0.31609482844853454,0.1998817966903073,0.27179094814901994,0.0,,0.0
158211,207.91,0.42711703958691916,0.5810247349823322,0.5358347343216668,0.3162448734620386,0.20094562647754138,0.27137896533458883,0.0,,0.0
158212,207.92,0.4275387263339071,0.581079701609737,0.5330989861938967,0.3163949184755427,0.20177304964539006,0.2709669825201576,0.0,,0.0
158213,207.93,0.4277891566265061,0.5811425206124853,0.5326506699271486,0.3165449634890467,0.20265957446808508,0.2704961450179506,0.0,,0.0
158214,207.94,0.42716006884681584,0.5810993325480959,0.5308064598298435,0.31679503851155344,0.2033687943262411,0.2701430168912953,0.0,,0.0
158215,207.95,0.426802925989673,0.5829191205339616,0.5303887105812828,0.31714514354306295,0.2041371158392435,0.2698487434524159,0.0,,0.0
158216,207.96,0.4259423407917384,0.5821358460934433,0.5298435987569412,0.31759527858357506,0.20484633569739946,0.2696721793890882,0.0,,0.0
158217,207.97,0.4275387263339071,0.5834797801334904,0.5321565031331194,0.3180954286285886,0.20549645390070914,0.2698487434524159,0.0,,0.0
158218,207.98,0.42877969018932877,0.5837071063996859,0.5370788119618931,0.3186956086826048,0.20602836879432618,0.27026072626684705,0.0,,0.0
158219,207.99,0.42951161790017217,0.5821358460934433,0.5435707371745886,0.3194958487546264,0.2065602836879432,0.2709669825201576,0.0,,0.0
158220,208.0,0.43108777969018935,0.5810247349823322,0.5550155382342452,0.32054616384915474,0.2067966903073286,0.27220293096345116,0.0,,0.0
158221,208.01,0.43632099827882964,0.5787593246957206,0.5644454633450506,0.3215964789436831,0.20661938534278956,0.27385086222117583,0.0,,0.0
158222,208.02,0.43781411359724615,0.5715508441303495,0.5685210657700341,0.3226968090427128,0.2057919621749409,0.2759107762933316,0.0,,0.0
158223,208.03,0.4432314974182444,0.5664153906556734,0.5665087370726986,0.32359707912373714,0.20372340425531915,0.27855923724324627,0.0,,0.0
158224,208.04,0.4514070567986231,0.5715704750687083,0.5534973763309389,0.32459737921376414,0.20029550827423165,0.2815019716320404,0.0,,0.0
158225,208.05,0.4559423407917384,0.5823631723596389,0.5360385144429161,0.32579773932179656,0.19663120567375886,0.28409157789417916,0.0,,0.0
158226,208.06,0.4533390705679863,0.593545347467609,0.5285241224718529,0.3272981894568371,0.19379432624113474,0.28568065446412794,0.0,,0.0
158227,208.07,0.4489888123924269,0.6020141342756185,0.5312853431147792,0.3289486846053816,0.192080378250591,0.28626920134188677,0.0,,0.0
158228,208.08,0.4424139414802066,0.6073066352571653,0.5360130419277599,0.33074922476743024,0.1911938534278959,0.28626920134188677,0.0,,0.0
158229,208.09,0.43610929432013773,0.6084373773066353,0.5403372561006673,0.33249974992497755,0.19095744680851062,0.2857395091519038,0.0,,0.0
158230,208.1,0.4275602409638555,0.6046996466431096,0.5456640684701207,0.3342502750825248,0.1911938534278959,0.2849155435230415,0.0,,0.0
